registration,vote_intention,vote_2020,age,gender,race_ethnicity,household_income,education,state,vote_trump
Registered,"Yes, I will vote",Joe Biden,63,Female,White,"$25,000 to $29,999",High school graduate,WI,0
Registered,"Yes, I will vote",Donald Trump,64,Female,White,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",FL,1
Registered,"Yes, I will vote",Joe Biden,46,Female,Some other race,"Less than $14,999",Associate Degree,TX,0
Registered,"Yes, I will vote",Joe Biden,20,Female,Asian (Chinese),"$40,000 to $44,999","Completed some college, but no degree",NY,0
Registered,"Yes, I will vote",Joe Biden,31,Female,Some other race,"$15,000 to $19,999","Completed some college, but no degree",TX,0
Registered,"Yes, I will vote",Joe Biden,43,Male,White,"$100,000 to $124,999",Masters degree,NY,0
Registered,"Yes, I will vote",Joe Biden,77,Male,White,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",VA,0
Registered,"Yes, I will vote",Donald Trump,49,Male,White,"$40,000 to $44,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Donald Trump,46,Male,Some other race,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NV,1
Registered,"Yes, I will vote",Donald Trump,35,Male,White,"$250,000 and above","College Degree (such as B.A., B.S.)",IN,1
Registered,"Yes, I will vote",Joe Biden,75,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Donald Trump,28,Male,White,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",NY,1
Registered,"Yes, I will vote",Joe Biden,36,Female,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,0
Registered,"Yes, I will vote",Joe Biden,30,Female,Pacific Islander (Native Hawaiian),"$20,000 to $24,999",High school graduate,OR,0
Registered,"Yes, I will vote",Joe Biden,40,Female,"Black, or African American","Less than $14,999","College Degree (such as B.A., B.S.)",AL,0
Registered,"Yes, I will vote",Joe Biden,44,Female,White,"$95,000 to $99,999",Associate Degree,FL,0
Registered,"Yes, I will vote",Joe Biden,25,Female,"Black, or African American","Less than $14,999",High school graduate,TX,0
Registered,"Yes, I will vote",Joe Biden,41,Female,"Black, or African American","$20,000 to $24,999","Completed some college, but no degree",OH,0
Registered,"Yes, I will vote",Donald Trump,28,Male,White,"$15,000 to $19,999",High school graduate,FL,1
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"$175,000 to $199,999",Masters degree,TX,1
Registered,"Yes, I will vote",Joe Biden,63,Female,"Black, or African American","$30,000 to $34,999","Completed some college, but no degree",MI,0
Registered,"Yes, I will vote",Donald Trump,35,Male,American Indian or Alaska Native,"$50,000 to $54,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Donald Trump,45,Male,White,"$200,000 to $249,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,49,Female,Some other race,"$40,000 to $44,999","Completed some college, but no degree",PA,1
Registered,"Yes, I will vote",Joe Biden,52,Male,White,"$35,000 to $39,999",Associate Degree,OH,0
Registered,"Yes, I will vote",Donald Trump,46,Female,White,"$150,000 to $174,999",Associate Degree,NY,1
Registered,"Yes, I will vote",Donald Trump,46,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",ME,1
Registered,"Yes, I will vote",Donald Trump,61,Male,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",TN,1
Registered,"Yes, I will vote",Donald Trump,47,Female,American Indian or Alaska Native,"Less than $14,999","Completed some college, but no degree",CO,1
Registered,"Yes, I will vote",Joe Biden,33,Female,"Black, or African American","$25,000 to $29,999",Other post high school vocational training,TX,0
Registered,"Yes, I will vote",Joe Biden,43,Male,Some other race,"$50,000 to $54,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,60,Female,White,"Less than $14,999",Other post high school vocational training,CA,0
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"$150,000 to $174,999",Masters degree,IL,1
Registered,"Yes, I will vote",Joe Biden,35,Female,White,"$85,000 to $89,999","Completed some graduate, but no degree",GA,0
Registered,"Yes, I will vote",Joe Biden,33,Female,"Black, or African American","Less than $14,999",High school graduate,TX,0
Registered,"Yes, I will vote",Joe Biden,51,Female,Some other race,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Donald Trump,72,Female,White,"$70,000 to $74,999","Completed some college, but no degree",CO,1
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$125,000 to $149,999",Masters degree,TX,1
Registered,"Yes, I will vote",Donald Trump,80,Male,White,"$45,000 to $49,999",Masters degree,NJ,1
Registered,"Yes, I will vote",Donald Trump,39,Female,Asian (Asian Indian),"$100,000 to $124,999",Masters degree,VA,1
Registered,"Yes, I will vote",Joe Biden,66,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",FL,0
Registered,"Yes, I will vote",Donald Trump,31,Female,White,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Donald Trump,35,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Joe Biden,43,Male,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",IL,0
Registered,"Yes, I will vote",Donald Trump,28,Female,White,"$55,000 to $59,999","Completed some college, but no degree",TX,1
Registered,Not sure,Donald Trump,81,Male,White,"$100,000 to $124,999","Completed some college, but no degree",VA,1
Registered,"Yes, I will vote",Donald Trump,62,Male,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NC,1
Registered,"Yes, I will vote",Joe Biden,65,Male,White,"Less than $14,999",Other post high school vocational training,VA,0
Registered,"Yes, I will vote",Joe Biden,53,Female,White,"$100,000 to $124,999",Associate Degree,CA,0
Registered,"Yes, I will vote",Joe Biden,53,Female,White,"$15,000 to $19,999",Associate Degree,NY,0
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$125,000 to $149,999",Masters degree,VA,1
Registered,"Yes, I will vote",Joe Biden,41,Female,White,"$125,000 to $149,999",Other post high school vocational training,WI,0
Registered,"Yes, I will vote",Donald Trump,56,Male,Some other race,"$100,000 to $124,999",Masters degree,FL,1
Registered,"Yes, I will vote",Joe Biden,25,Male,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",KY,0
Registered,"Yes, I will vote",Joe Biden,74,Male,White,"$50,000 to $54,999",Associate Degree,WI,0
Registered,"Yes, I will vote",Donald Trump,34,Male,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",MI,1
Registered,"Yes, I will vote",Joe Biden,47,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Joe Biden,41,Female,"Black, or African American","$45,000 to $49,999",Associate Degree,NC,0
Registered,Not sure,Joe Biden,35,Male,Some other race,"$55,000 to $59,999","Completed some college, but no degree",IL,0
Registered,"Yes, I will vote",Donald Trump,62,Male,White,"$55,000 to $59,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Joe Biden,50,Female,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",TX,0
Registered,"Yes, I will vote",Joe Biden,62,Female,Some other race,"$15,000 to $19,999",Associate Degree,AR,0
Registered,"Yes, I will vote",Donald Trump,48,Male,White,"$45,000 to $49,999",Associate Degree,CO,1
Registered,"Yes, I will vote",Joe Biden,51,Male,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",FL,0
Registered,"Yes, I will vote",Donald Trump,50,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",GA,1
Registered,"Yes, I will vote",Joe Biden,38,Male,White,"$40,000 to $44,999",Associate Degree,OK,0
Registered,"Yes, I will vote",Joe Biden,37,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,40,Female,"Black, or African American","$55,000 to $59,999","College Degree (such as B.A., B.S.)",MD,0
Registered,"Yes, I will vote",Donald Trump,64,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",OH,1
Registered,"Yes, I will vote",Joe Biden,52,Female,"Black, or African American","$25,000 to $29,999",Other post high school vocational training,GA,0
Registered,"Yes, I will vote",Joe Biden,48,Female,Asian (Other),"$65,000 to $69,999",Associate Degree,MD,0
Registered,"Yes, I will vote",Donald Trump,51,Female,White,"$40,000 to $44,999",Associate Degree,FL,1
Registered,"Yes, I will vote",Joe Biden,25,Female,Some other race,"Less than $14,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,30,Female,Some other race,"Less than $14,999","Completed some college, but no degree",NC,0
Registered,"Yes, I will vote",Joe Biden,27,Male,White,"$100,000 to $124,999","Completed some college, but no degree",MA,0
Registered,"Yes, I will vote",Donald Trump,54,Male,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",PA,1
Registered,"Yes, I will vote",Joe Biden,45,Female,White,"$200,000 to $249,999",Masters degree,NY,0
Registered,"Yes, I will vote",Donald Trump,45,Male,White,"$250,000 and above",Masters degree,NY,1
Registered,"Yes, I will vote",Joe Biden,64,Male,White,"$15,000 to $19,999",Associate Degree,PA,0
Registered,"Yes, I will vote",Joe Biden,53,Male,Asian (Filipino),"$50,000 to $54,999","Completed some graduate, but no degree",MA,0
Registered,"Yes, I will vote",Donald Trump,38,Male,White,"$125,000 to $149,999","Completed some graduate, but no degree",FL,1
Registered,"Yes, I will vote",Joe Biden,67,Female,"Black, or African American","$65,000 to $69,999",Masters degree,TX,0
Registered,"Yes, I will vote",Joe Biden,24,Female,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",IL,0
Registered,"Yes, I will vote",Donald Trump,34,Male,White,"$125,000 to $149,999","Completed some graduate, but no degree",NY,1
Registered,"Yes, I will vote",Donald Trump,26,Male,White,"$45,000 to $49,999","Completed some college, but no degree",GA,1
Registered,"Yes, I will vote",Joe Biden,67,Male,White,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",LA,0
Registered,"Yes, I will vote",Donald Trump,54,Female,White,"$75,000 to $79,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Joe Biden,30,Male,White,"$125,000 to $149,999",Masters degree,FL,0
Registered,"Yes, I will vote",Donald Trump,66,Male,White,"$95,000 to $99,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Donald Trump,49,Female,Some other race,"$100,000 to $124,999","Completed some college, but no degree",CA,1
Registered,"Yes, I will vote",Joe Biden,29,Female,White,"$100,000 to $124,999",Masters degree,NJ,0
Registered,"Yes, I will vote",Donald Trump,31,Male,White,"Less than $14,999",Completed some high school,NC,1
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"$40,000 to $44,999",Other post high school vocational training,TX,1
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$100,000 to $124,999",Masters degree,VA,1
Registered,"Yes, I will vote",Donald Trump,50,Female,Some other race,"$25,000 to $29,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Joe Biden,32,Female,Asian (Asian Indian),"$35,000 to $39,999","College Degree (such as B.A., B.S.)",VA,0
Registered,"Yes, I will vote",Joe Biden,36,Female,American Indian or Alaska Native,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",MS,0
Registered,"Yes, I will vote",Joe Biden,60,Female,American Indian or Alaska Native,"$95,000 to $99,999",Associate Degree,MA,0
Registered,"Yes, I will vote",Joe Biden,26,Female,"Black, or African American","$60,000 to $64,999","College Degree (such as B.A., B.S.)",IL,0
Registered,"Yes, I will vote",Joe Biden,34,Female,White,"$250,000 and above",Masters degree,IL,0
Registered,"Yes, I will vote",Joe Biden,72,Male,White,"$65,000 to $69,999","Completed some college, but no degree",NH,0
Registered,"Yes, I will vote",Joe Biden,51,Female,Some other race,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",MD,0
Registered,"Yes, I will vote",Joe Biden,38,Male,White,"$25,000 to $29,999","Completed some college, but no degree",ME,0
Registered,"Yes, I will vote",Joe Biden,44,Female,White,"$20,000 to $24,999",Associate Degree,TX,0
Registered,"Yes, I will vote",Joe Biden,25,Female,"Black, or African American","$45,000 to $49,999","College Degree (such as B.A., B.S.)",VA,0
Registered,"Yes, I will vote",Joe Biden,28,Female,Asian (Other),"$100,000 to $124,999","College Degree (such as B.A., B.S.)",MN,0
Registered,"Yes, I will vote",Donald Trump,32,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,55,Male,White,"$100,000 to $124,999",High school graduate,CA,0
Registered,"Yes, I will vote",Joe Biden,40,Female,White,"$150,000 to $174,999",Masters degree,CA,0
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,35,Female,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",NM,0
Registered,"Yes, I will vote",Joe Biden,34,Female,Some other race,"$25,000 to $29,999",Associate Degree,PA,0
Registered,"Yes, I will vote",Donald Trump,38,Male,White,"Less than $14,999","Completed some college, but no degree",TX,1
Registered,"Yes, I will vote",Donald Trump,68,Female,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",TN,1
Registered,"Yes, I will vote",Joe Biden,68,Female,Asian (Asian Indian),"$65,000 to $69,999","College Degree (such as B.A., B.S.)",IL,0
Registered,"Yes, I will vote",Donald Trump,43,Female,Some other race,"$35,000 to $39,999",Completed some high school,NM,1
Registered,"Yes, I will vote",Donald Trump,30,Female,Pacific Islander (Native Hawaiian),"$15,000 to $19,999",Completed some high school,OR,1
Registered,"Yes, I will vote",Joe Biden,31,Female,"Black, or African American","Less than $14,999","Completed some college, but no degree",NY,0
Registered,"Yes, I will vote",Donald Trump,64,Male,White,"$85,000 to $89,999",Associate Degree,CA,1
Registered,"Yes, I will vote",Donald Trump,64,Female,White,"$100,000 to $124,999",Associate Degree,OH,1
Registered,"Yes, I will vote",Joe Biden,41,Male,White,"$75,000 to $79,999",Associate Degree,KS,0
Registered,"Yes, I will vote",Donald Trump,60,Male,White,"$30,000 to $34,999",High school graduate,NY,1
Registered,"Yes, I will vote",Joe Biden,72,Male,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",MI,0
Registered,"Yes, I will vote",Donald Trump,34,Male,White,"$70,000 to $74,999","Completed some college, but no degree",SC,1
Registered,"Yes, I will vote",Joe Biden,31,Male,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",GA,0
Registered,"Yes, I will vote",Joe Biden,39,Male,White,"$20,000 to $24,999",Associate Degree,MI,0
Registered,"Yes, I will vote",Joe Biden,48,Female,Some other race,"$50,000 to $54,999","Completed some graduate, but no degree",TX,0
Registered,"Yes, I will vote",Joe Biden,29,Male,White,"$25,000 to $29,999","Completed some college, but no degree",TX,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$65,000 to $69,999",Associate Degree,FL,1
Registered,Not sure,Joe Biden,21,Male,White,"$80,000 to $84,999",Associate Degree,IL,0
Registered,"Yes, I will vote",Donald Trump,63,Female,Some other race,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Donald Trump,25,Male,White,"$150,000 to $174,999",Completed some high school,FL,1
Registered,"Yes, I will vote",Joe Biden,19,Male,White,"$250,000 and above","Completed some college, but no degree",PA,0
Registered,"Yes, I will vote",Donald Trump,41,Male,White,"$100,000 to $124,999",Masters degree,NJ,1
